score,brokerability,estimated_margin_low,estimated_margin_high,margin_basis,demand_title,demand_url,demand_contact,supply_title,supply_url,supply_contact,reasoning,suggested_offer
0.5169,medium,0.0,0.0,Both sides expose compatible public price/budget ranges.,Brand wants collagen serum private label support,https://sogoplaza.com/collections/oem-private-label-customized-collagen-serum-essence,web-form,Skincare OEM peptide serum lab,https://example.com/supply/skincare-oem,team@supply7.com,"shared keywords: beauty, oem, serum, skincare | locations: Global ↔ South Korea/Global | Both sides expose compatible public price/budget ranges. | broker score 0.66","Offer to broker Brand wants collagen serum private label support with Skincare OEM peptide serum lab after validating specs, timing, and commercial terms."
0.5114,medium,0.0,0.0,Both sides expose compatible public price/budget ranges.,Looking for white-label skincare serum producer,https://example.com/demand/skincare-serum,brand@example.com,Medpak Solutions cosmetic private label manufacturer,https://medpaksolutions.com/,site,"shared keywords: beauty, oem, skincare | locations: Thailand/Global ↔ USA | Both sides expose compatible public price/budget ranges. | broker score 0.66","Offer to broker Looking for white-label skincare serum producer with Medpak Solutions cosmetic private label manufacturer after validating specs, timing, and commercial terms."
0.5114,medium,0.0,0.0,Both sides expose compatible public price/budget ranges.,Buyer needs private label gummy supplement manufacturer,https://www.thomasnet.com/articles/top-suppliers/private-label-gummy-supplements-manufacturers-suppliers/,directory,OEM electrolyte gummy manufacturer,https://example.com/supply/oem-gummies,sales@supply1.com,"shared keywords: gummy, nutraceutical, private-label | locations: Global ↔ Thailand/SEA | Both sides expose compatible public price/budget ranges. | broker score 0.66","Offer to broker Buyer needs private label gummy supplement manufacturer with OEM electrolyte gummy manufacturer after validating specs, timing, and commercial terms."
0.5082,medium,0.0,0.0,Both sides expose compatible public price/budget ranges.,Sourcing collagen stick pack manufacturer,https://example.com/demand/collagen-stickpack,procurement@example.com,Gummy Worlds private label gummy manufacturer,https://www.gummyworlds.com/,site,"shared keywords: low, moq, nutraceutical | locations: Singapore/SEA ↔ USA/Global | Both sides expose compatible public price/budget ranges. | broker score 0.65","Offer to broker Sourcing collagen stick pack manufacturer with Gummy Worlds private label gummy manufacturer after validating specs, timing, and commercial terms."
0.5067,medium,,,No public pricing on one or both sides; heuristic only.,Buyer seeking bamboo furniture wholesale and custom packaging,https://www.bamboovision.com/wholesale-bamboo-products-worldwide,web-form,Magic Bamboo furniture manufacturer,https://www.magicbambu.com/wooden-bamboo-furniture/,site,"shared keywords: b2b, bamboo, custom, furniture, support | locations: Global ↔ China/Global | No public pricing on one or both sides; heuristic only. | broker score 0.65","Offer to broker Buyer seeking bamboo furniture wholesale and custom packaging with Magic Bamboo furniture manufacturer after validating specs, timing, and commercial terms."
0.5025,medium,0.0,0.0,Both sides expose compatible public price/budget ranges.,Sourcing collagen stick pack manufacturer,https://example.com/demand/collagen-stickpack,procurement@example.com,TCI Bio private label collagen OEM ODM,https://www.tci-bio.com/technology/private-label-white-label-collagen-functional-food-oem-odm/,site,"shared keywords: collagen, nutraceutical, oem | locations: Singapore/SEA ↔ Taiwan/Global | Both sides expose compatible public price/budget ranges. | broker score 0.65","Offer to broker Sourcing collagen stick pack manufacturer with TCI Bio private label collagen OEM ODM after validating specs, timing, and commercial terms."
0.4979,medium,,,No public pricing on one or both sides; heuristic only.,Buyer needs private label gummy supplement manufacturer,https://www.thomasnet.com/articles/top-suppliers/private-label-gummy-supplements-manufacturers-suppliers/,directory,Akins Lifecare private label skincare and nutraceutical exporter,https://akinslifecare.com/export/,site,"shared keywords: label, manufacturing, nutraceutical, private, private-label, support | locations: Global ↔ India/Global | No public pricing on one or both sides; heuristic only. | broker score 0.65","Offer to broker Buyer needs private label gummy supplement manufacturer with Akins Lifecare private label skincare and nutraceutical exporter after validating specs, timing, and commercial terms."
0.4979,medium,,,No public pricing on one or both sides; heuristic only.,Buyer needs private label gummy supplement manufacturer,https://www.thomasnet.com/articles/top-suppliers/private-label-gummy-supplements-manufacturers-suppliers/,directory,Gummy Worlds private label gummy manufacturer,https://www.gummyworlds.com/,site,"shared keywords: formulation, gummy, label, nutraceutical, private, private-label | locations: Global ↔ USA/Global | No public pricing on one or both sides; heuristic only. | broker score 0.65","Offer to broker Buyer needs private label gummy supplement manufacturer with Gummy Worlds private label gummy manufacturer after validating specs, timing, and commercial terms."
0.4956,medium,0.0,0.0,Both sides expose compatible public price/budget ranges.,Brand wants collagen serum private label support,https://sogoplaza.com/collections/oem-private-label-customized-collagen-serum-essence,web-form,Collagen peptide stick pack OEM,https://example.com/supply/collagen-oem,bd@supply2.com,"shared keywords: collagen, custom, oem | locations: Global ↔ Vietnam/SEA | Both sides expose compatible public price/budget ranges. | broker score 0.65","Offer to broker Brand wants collagen serum private label support with Collagen peptide stick pack OEM after validating specs, timing, and commercial terms."
0.4956,medium,0.0,0.0,Both sides expose compatible public price/budget ranges.,Buyer seeking compostable packaging supplier,https://pioneerphoenix.com/what-is-oem-packaging/,web-form,Compostable food packaging factory,https://example.com/supply/packaging,export@supply6.com,"shared keywords: compostable, packaging | locations: Global ↔ China/Global | Both sides expose compatible public price/budget ranges. | broker score 0.65","Offer to broker Buyer seeking compostable packaging supplier with Compostable food packaging factory after validating specs, timing, and commercial terms."
0.4926,medium,0.0,0.0,Both sides expose compatible public price/budget ranges.,Looking for white-label skincare serum producer,https://example.com/demand/skincare-serum,brand@example.com,Virospack cosmetic packaging supplier,https://virospack.com/packaging-suppliers-of-america/,site,"shared keywords: serum, skincare | locations: Thailand/Global ↔ America/Global | Both sides expose compatible public price/budget ranges. | broker score 0.65","Offer to broker Looking for white-label skincare serum producer with Virospack cosmetic packaging supplier after validating specs, timing, and commercial terms."
0.49,medium,0.0,0.0,Both sides expose compatible public price/budget ranges.,Need rubber glove wholesaler,https://example.com/demand/nitrile-gloves,healthbuyer@example.com,Pan Taiwan protective gloves OEM ODM manufacturer,https://safety.pantaiwan.com.tw/en/2-2642/manufacturer/Protective-Gloves-OEM-ODM-id71545.html,site,"shared keywords: gloves, medical-supplies | locations: EU/Global ↔ Taiwan/Global | Both sides expose compatible public price/budget ranges. | broker score 0.64","Offer to broker Need rubber glove wholesaler with Pan Taiwan protective gloves OEM ODM manufacturer after validating specs, timing, and commercial terms."
0.4855,medium,2000.0,15000.0,Both sides expose compatible public price/budget ranges.,Sourcing collagen stick pack manufacturer,https://example.com/demand/collagen-stickpack,procurement@example.com,OEM electrolyte gummy manufacturer,https://example.com/supply/oem-gummies,sales@supply1.com,"shared keywords: nutraceutical, oem | locations: Singapore/SEA ↔ Thailand/SEA | Both sides expose compatible public price/budget ranges. | broker score 0.72","Offer to broker Sourcing collagen stick pack manufacturer with OEM electrolyte gummy manufacturer after validating specs, timing, and commercial terms."
0.4855,medium,1000.0,10000.0,Both sides expose compatible public price/budget ranges.,Looking for white-label skincare serum producer,https://example.com/demand/skincare-serum,brand@example.com,OEM electrolyte gummy manufacturer,https://example.com/supply/oem-gummies,sales@supply1.com,"shared keywords: export, oem | locations: Thailand/Global ↔ Thailand/SEA | Both sides expose compatible public price/budget ranges. | broker score 0.72","Offer to broker Looking for white-label skincare serum producer with OEM electrolyte gummy manufacturer after validating specs, timing, and commercial terms."
0.4855,medium,0.0,0.0,Both sides expose compatible public price/budget ranges.,Looking for private label electrolyte gummies,https://example.com/demand/electrolyte-gummies,buyer@example.com,Sogo Plaza OEM private label collagen serum supplier,https://sogoplaza.com/collections/oem-private-label-customized-collagen-serum-essence,site,"shared keywords: label, private | locations: Thailand/SEA ↔ Global | Both sides expose compatible public price/budget ranges. | broker score 0.64","Offer to broker Looking for private label electrolyte gummies with Sogo Plaza OEM private label collagen serum supplier after validating specs, timing, and commercial terms."
0.4855,medium,0.0,0.0,Both sides expose compatible public price/budget ranges.,Sourcing collagen stick pack manufacturer,https://example.com/demand/collagen-stickpack,procurement@example.com,Bioflex OEM gummies manufacturing supplier,https://bioflexoem.com/pages/gummies-manufacturing,site,"shared keywords: nutraceutical, oem | locations: Singapore/SEA ↔ Global | Both sides expose compatible public price/budget ranges. | broker score 0.64","Offer to broker Sourcing collagen stick pack manufacturer with Bioflex OEM gummies manufacturing supplier after validating specs, timing, and commercial terms."
0.4835,medium,0.0,4000.0,Both sides expose compatible public price/budget ranges.,Sourcing collagen stick pack manufacturer,https://example.com/demand/collagen-stickpack,procurement@example.com,Skincare OEM peptide serum lab,https://example.com/supply/skincare-oem,team@supply7.com,"shared keywords: oem, peptide | locations: Singapore/SEA ↔ South Korea/Global | Both sides expose compatible public price/budget ranges. | broker score 0.72","Offer to broker Sourcing collagen stick pack manufacturer with Skincare OEM peptide serum lab after validating specs, timing, and commercial terms."
0.4835,medium,0.0,0.0,Both sides expose compatible public price/budget ranges.,Sourcing collagen stick pack manufacturer,https://example.com/demand/collagen-stickpack,procurement@example.com,Sogo Plaza OEM private label collagen serum supplier,https://sogoplaza.com/collections/oem-private-label-customized-collagen-serum-essence,site,"shared keywords: collagen, oem | locations: Singapore/SEA ↔ Global | Both sides expose compatible public price/budget ranges. | broker score 0.64","Offer to broker Sourcing collagen stick pack manufacturer with Sogo Plaza OEM private label collagen serum supplier after validating specs, timing, and commercial terms."
0.4835,medium,0.0,0.0,Both sides expose compatible public price/budget ranges.,Looking for white-label skincare serum producer,https://example.com/demand/skincare-serum,brand@example.com,Collagen peptide stick pack OEM,https://example.com/supply/collagen-oem,bd@supply2.com,"shared keywords: oem, peptide | locations: Thailand/Global ↔ Vietnam/SEA | Both sides expose compatible public price/budget ranges. | broker score 0.64","Offer to broker Looking for white-label skincare serum producer with Collagen peptide stick pack OEM after validating specs, timing, and commercial terms."
0.4835,medium,0.0,0.0,Both sides expose compatible public price/budget ranges.,Looking for white-label skincare serum producer,https://example.com/demand/skincare-serum,brand@example.com,Akins Lifecare private label skincare and nutraceutical exporter,https://akinslifecare.com/export/,site,"shared keywords: export, skincare | locations: Thailand/Global ↔ India/Global | Both sides expose compatible public price/budget ranges. | broker score 0.64","Offer to broker Looking for white-label skincare serum producer with Akins Lifecare private label skincare and nutraceutical exporter after validating specs, timing, and commercial terms."
0.4829,medium,,,No public pricing on one or both sides; heuristic only.,Buyer needs private label gummy supplement manufacturer,https://www.thomasnet.com/articles/top-suppliers/private-label-gummy-supplements-manufacturers-suppliers/,directory,TCI Bio private label collagen OEM ODM,https://www.tci-bio.com/technology/private-label-white-label-collagen-functional-food-oem-odm/,site,"shared keywords: formulation, label, nutraceutical, private, private-label, support | locations: Global ↔ Taiwan/Global | No public pricing on one or both sides; heuristic only. | broker score 0.64","Offer to broker Buyer needs private label gummy supplement manufacturer with TCI Bio private label collagen OEM ODM after validating specs, timing, and commercial terms."
0.4829,medium,,,No public pricing on one or both sides; heuristic only.,Buyer seeking bamboo furniture wholesale and custom packaging,https://www.bamboovision.com/wholesale-bamboo-products-worldwide,web-form,YiBamboo modern bamboo furniture supplier,https://www.yibamboo.com/products/modern-bamboo-furniture/,site,"shared keywords: b2b, bamboo, furniture, wholesale | locations: Global ↔ China/Global | No public pricing on one or both sides; heuristic only. | broker score 0.64","Offer to broker Buyer seeking bamboo furniture wholesale and custom packaging with YiBamboo modern bamboo furniture supplier after validating specs, timing, and commercial terms."
0.48,medium,0.0,0.0,Both sides expose compatible public price/budget ranges.,Looking for white-label skincare serum producer,https://example.com/demand/skincare-serum,brand@example.com,Nutrix private label skin care supplier,https://www.nutrixusa.com/skin-care-supplier/,site,"shared keywords: beauty, oem | locations: Thailand/Global ↔ USA | Both sides expose compatible public price/budget ranges. | broker score 0.64","Offer to broker Looking for white-label skincare serum producer with Nutrix private label skin care supplier after validating specs, timing, and commercial terms."
0.48,medium,0.0,0.0,Both sides expose compatible public price/budget ranges.,Looking for white-label skincare serum producer,https://example.com/demand/skincare-serum,brand@example.com,TCI Bio private label collagen OEM ODM,https://www.tci-bio.com/technology/private-label-white-label-collagen-functional-food-oem-odm/,site,"shared keywords: oem, skincare | locations: Thailand/Global ↔ Taiwan/Global | Both sides expose compatible public price/budget ranges. | broker score 0.64","Offer to broker Looking for white-label skincare serum producer with TCI Bio private label collagen OEM ODM after validating specs, timing, and commercial terms."
0.48,medium,,,No public pricing on one or both sides; heuristic only.,Brand wants collagen serum private label support,https://sogoplaza.com/collections/oem-private-label-customized-collagen-serum-essence,web-form,Bioflex OEM gummies manufacturing supplier,https://bioflexoem.com/pages/gummies-manufacturing,site,"shared keywords: label, manufacturing, oem, private | locations: Global ↔ Global | No public pricing on one or both sides; heuristic only. | broker score 0.64","Offer to broker Brand wants collagen serum private label support with Bioflex OEM gummies manufacturing supplier after validating specs, timing, and commercial terms."
